character,dialogue,movie
Natasha Romanov,Why?,captain_america_civil_war
Steve Rogers,Because I'm the one least likely to die trying. [Not far away Steve ends the call.],captain_america_civil_war
Natasha Romanov,Shit.,captain_america_civil_war
Sam Wilson,She tell you to stay out of it? [He's also in cap and shades.] Might have a point.,captain_america_civil_war
Steve Rogers,He'd do it for me.,captain_america_civil_war
Sam Wilson,"1945, maybe. I just want to make sure we considered all our options. The people that shoot at you usually wind up shooting at me. [Sharon arrives by Steve.]",captain_america_civil_war
sharon carter,"Tips have been pouring in since that footage went public. Everybody thinks the Winter soldier goes to their gym. Most of it's noise. Except for this. [She slides Steve a file.] My boss expects a briefing, pretty much now… so that's all the head start you're gonna get.",captain_america_civil_war
Steve Rogers,Thank you.,captain_america_civil_war
sharon carter,And you're gonna have to hurry. We have orders to shoot on sight.,captain_america_civil_war
helmut zemo,Возвращение на Родину. Возвращение на Родину. Один. Один. Грузовой вагон… Грузовой вагон. Грузов- ([subtitled] Homecoming. One. One. Fright Car.) [Knocking at the door. He puts the book in a drawer and goes to the door. He reaches for a gun tucked in the back of his trouser and cocks it.],captain_america_civil_war
german innkeeper,"Herr Müller, ich habe Ihr Frühstück. ([subtitled] Mr. Müller. I have your breakfast.) [Zemo opens the door.]",captain_america_civil_war
helmut zemo,Ich konnte es schon von weitem riechen. Danke. ([subtitled] I could smell it before I opened the door. Thank you.),captain_america_civil_war
german innkeeper,"Speck und schwarzer Kaffe. Wieder. Ich kann Ihnen auch was anderes machen, wenn Sie das möchten. ([subtitled] Side of bacon and black coffee. Again. I can make you something different, if you like.)",captain_america_civil_war
helmut zemo,"Bitte sehr, das ist wunderbar. ([subtitled] It's okay. This is wonderful.)",captain_america_civil_war
german innkeeper,Ich stell es dann mal hier hin… ([subtitled] I'll put this on your…),captain_america_civil_war
helmut zemo,"Nein, nein. Das geht schon. Ich mach das. Vielen Dank, Frau Leiber. ([subtitled] No, no. It's okay. I can manage. Thank you Mrs. Leiber.) [Zemo closes the door. In the room is a large device with a cage at the bottom and a drum of coppered wire on top.]",captain_america_civil_war
Bucky Barnes,"[talking to the vendor in Romanian] ([assumed translation] How are they? Are they good? Give me six, thank you.[2])",captain_america_civil_war
Sam Wilson,"[on radio] Heads up, Cap. German Special Forces, approaching from the south.",captain_america_civil_war
Steve Rogers,Understood. [Bucky's standing behind Steve. Steve slowly turns around to face him.] Do you know me?,captain_america_civil_war
Bucky Barnes,[Bucky stares at him.] You're Steve. I read about you in a museum.,captain_america_civil_war
Sam Wilson,They've set the perimeter.,captain_america_civil_war
Steve Rogers,I know you're nervous. And you have plenty of reason to be. But you're lying.,captain_america_civil_war
Bucky Barnes,I wasn't in Vienna. I don't do that anymore.,captain_america_civil_war
Sam Wilson,They're entering the building.,captain_america_civil_war
Steve Rogers,"Well, the people who think you did are coming here now. And they're not planning on taking you alive.",captain_america_civil_war
Bucky Barnes,That's smart. Good strategy.,captain_america_civil_war
Sam Wilson,They're on the roof. I'm compromised.,captain_america_civil_war
Steve Rogers,"This doesn't have end in a fight, Buck.",captain_america_civil_war
Bucky Barnes,It always ends in a fight.,captain_america_civil_war
Sam Wilson,5 seconds.,captain_america_civil_war
Steve Rogers,You pulled me from the river. Why?,captain_america_civil_war
Bucky Barnes,I don't know.,captain_america_civil_war
Sam Wilson,3 seconds!,captain_america_civil_war
Steve Rogers,"Yes, you do.",captain_america_civil_war
Sam Wilson,"Breach! Breach! Breach! [A grenade crashes through the window. Bucky kicks it to Steve, and he smothers it with his shield.]",captain_america_civil_war
gsg-9 soldier,"Schieß die Tür auf! (Shoot the door!) [The cop slams the battering ram against the door. Bucky shields himself with the mattress against an attack from the window. He blocks the door with a table as cops swing in on cables. Steve pulls the rug from under a policeman, sending him flying. Bucky slams another policeman into the wall.]",captain_america_civil_war
Steve Rogers,"Buck, stop! You're gonna kill someone.",captain_america_civil_war
Bucky Barnes,[Bucky slams Steve down and punches a hole in the floor.] I'm not gonna kill anyone.,captain_america_civil_war
gsg-9 soldier,Der Verdächtige ist ausgebrochen. Er ist am östlichen Treppenschacht. ([subtitled] Suspect has broken containment! He's headed down the east stairwell!),captain_america_civil_war
Steve Rogers,"Come on, man.",captain_america_civil_war
Steve Rogers,"Sam, southwest rooftop.",captain_america_civil_war
Sam Wilson,Who the hell's the other guy?,captain_america_civil_war
Steve Rogers,About to find out.,captain_america_civil_war
Steve Rogers,Sam.,captain_america_civil_war
Sam Wilson,Got him. [Sam flies down and shoves the chopper off course. Then swoops towards street level.],captain_america_civil_war
gsg-9 driver,"Stand down! Stand down! [The vehicle closes in, blue lights flashing. Steve leaps onto the vehicle and splinters the windshield. The driver stops, Steve janks him from the vehicle and kicks the windshield out, then drives off.]",captain_america_civil_war
Steve Rogers,"Sam, I can't shake this guy.",captain_america_civil_war
Sam Wilson,Right behind you.,captain_america_civil_war
james rhodes,"Stand down, now. [Bucky stands beside Steve who puts his shield on his back.] Congratulations, Cap. You're a criminal. [Police move in and force Bucky to his knees. Black Panther raises his hands. A cop moves Steve's arms behind his back. Black Panther retracts his claws and pulls off his mask revealing his face. It's T'Challa. Steve and Rhodes look curious.]",captain_america_civil_war
gsg-9 soldier,Wie lautet der Befehl? (What's the order?),captain_america_civil_war
james rhodes,Your highness. [Bucky's hauled flat on the ground.],captain_america_civil_war
Vision,'A pinch of paprika.' A pinch. [He adds a pinch. Wanda strolls in.],captain_america_civil_war
Wanda Maximoff,Is that paprikash?,captain_america_civil_war
Vision,I thought it might… lift your spirits.,captain_america_civil_war
Wanda Maximoff,"[She cuckles, stirrs the ingredients in the pan with a spoon. She lifts the spoon to her lips, blows and has a taste. She smiles.] Spirits lifted.",captain_america_civil_war
Vision,"In my defense, I haven't actually ever… eaten anything before, so…",captain_america_civil_war
Wanda Maximoff,May I?,captain_america_civil_war
Vision,Please. Wanda?,captain_america_civil_war
Wanda Maximoff,Hmm.,captain_america_civil_war
Vision,"No one dislikes you, Wanda. [She frowns curiously.]",captain_america_civil_war
Wanda Maximoff,Thanks.,captain_america_civil_war
Vision,"Oh, you're welcome. No, it's a… involuntary response in their amygdala. They can't help but be afraid of you.",captain_america_civil_war
Wanda Maximoff,Are you?,captain_america_civil_war
Vision,"My amygdala is synthetic, so… [Wanda laughes.]",captain_america_civil_war
Wanda Maximoff,"I used to think of myself one way. But after this… [her fingers glow.] I am something else. I'm still me, I think, but… that's not what everyone else sees.",captain_america_civil_war
Vision,"[He touches the mind stone in his forehead.] Do you know, I don't know what this is? [It glows.] Not really. I know it's not of this world, that it powered Loki's staff, gave you your abilities, but… its true nature is a mystery. And yet, it is part of me.",captain_america_civil_war
Wanda Maximoff,Are you afraid of it?,captain_america_civil_war
Vision,"I wish to understand it. The more I do, the less it controls me. One day… who knows? I may even control it.",captain_america_civil_war
Wanda Maximoff,[Wanda looks at the food.] I don't know what's in this but it is not paprika. I'm gonna go to the store. I'll be back in 20 minutes.,captain_america_civil_war
Vision,"Alternatively, we could order a pizza?",captain_america_civil_war
Wanda Maximoff,"Vision, are you not letting me leave?",captain_america_civil_war
Vision,[He blocks her way.] It is a question of safety.,captain_america_civil_war
Wanda Maximoff,I can protect myself.,captain_america_civil_war
Vision,[He holds her arm.] Not yours. Mr. Stark would like to avoid the possibility of another public incident. Until the Accords are on a… more secured foundation.,captain_america_civil_war
Wanda Maximoff,And what do you want?,captain_america_civil_war
Vision,For people to see you… as I do. [She looks at him gravely.],captain_america_civil_war
Sam Wilson,"So, you like cats?",captain_america_civil_war
Steve Rogers,Sam.,captain_america_civil_war
Sam Wilson,What? Dude shows up dressed like a cat and you don't wanna know more?,captain_america_civil_war
Steve Rogers,Your suit… it's Vibranium?,captain_america_civil_war
T'challa,"[T'Challes eyes narrow as he glances sideways.] The Black Panther has been the protector of Wakanda for generations. A mantle, passed from warrior to warrior. And now, because your friend murdered my father, I also wear the mantle of king. So, I ask you… as both warrior and king… how long do you think you can keep your friend safe from me? [Steve is stony faced as the convoy heads underground.]",captain_america_civil_war
Steve Rogers,What's gonna happen to him?,captain_america_civil_war
everett ross,Same thing that ought to happen to you. Psychological evaluation and extradition.,captain_america_civil_war
sharon carter,"This is Everett Ross, Deputy Task Force Commander.",captain_america_civil_war
Steve Rogers,What about our lawyer?,captain_america_civil_war
everett ross,"Lawyer. That's funny. See their weapons are placed in lockup. Oh, we'll write you a receipt.",captain_america_civil_war
Sam Wilson,I better not look out the window and see anybody flying around in that. [As they go Steve looks back and catches Bucky's eye.],captain_america_civil_war
everett ross,"You'll be provided with an office instead of a cell. Now, do me a favour, stay in it?",captain_america_civil_war
T'challa,I don't intend on going anywhere.,captain_america_civil_war
Natasha Romanov,"For the record, this is what making things worse looks like.",captain_america_civil_war
Steve Rogers,He's alive.,captain_america_civil_war
Tony Stark,"[on his phone] No. Romania was not Accords-sanctioned. And, Colonel Rhodes is supervising cleanup.",captain_america_civil_war
Natasha Romanov,Try not to break anything while we fix this.,captain_america_civil_war
Tony Stark,"[still on the phone.] Consequences? You bet there'll be consequences. Obviously you can quote me on that 'cause I just said it. Anything else? Thank you, sir.",captain_america_civil_war
Steve Rogers,'Consequences'?,captain_america_civil_war
Tony Stark,Secretary Ross wants you both prosecuted. Had to give him something.,captain_america_civil_war
Steve Rogers,"I'm not getting that shield back, am I?",captain_america_civil_war
Natasha Romanov,"Technically, it's the government's property. Wings, too.",captain_america_civil_war
Sam Wilson,That's cold.,captain_america_civil_war
Tony Stark,Warmer than jail.,captain_america_civil_war
delivery truck driver,Das kann nicht richtig sein. Was zum Teufel? (This can't be right. What the hell?),captain_america_civil_war
Tony Stark,"Hey, you wanna see something cool? I pulled something from Dad's archives. Felt timely. [Tony shows him two pens in a black presentation box.] FDR signed the Lend-Lease bill with these in 1941. Provided support to the Allies when they needed it most.",captain_america_civil_war
Steve Rogers,Some would say it brought our country closer to war.,captain_america_civil_war
Tony Stark,"See? If not for these, you wouldn't be here. I'm trying to… What do you call it? That's an olive branch. Is that what you call it?",captain_america_civil_war
Steve Rogers,Is Pepper here? I didn't see her.,captain_america_civil_war
Tony Stark,"We're kinda… Well, not kinda…",captain_america_civil_war
Steve Rogers,Pregnant?,captain_america_civil_war
Tony Stark,No. Definitely not. We're taking a break. It's nobody's fault.,captain_america_civil_war
Steve Rogers,"I'm so sorry, Tony. I didn't know.",captain_america_civil_war
Tony Stark,"A few years ago, I almost lost her, so I trashed all my suits. Then, we had to mop up HYDRA… and then Ultron. My fault. And then, and then, and then, I never stopped. Because the truth is I don't wanna stop. I don't wanna lose her. I thought maybe the Accords could split the difference. [Tony stands up and paces.] In her defense, I'm a handful. Yet, Dad was a pain in the ass, but he and mom always made it work.",captain_america_civil_war
Steve Rogers,"You know, I'm glad Howard got married. I only knew him when he was young and single.",captain_america_civil_war
Tony Stark,"Oh, really? You two knew each other? He never mentioned that. Maybe only a thousand times. God, I hated you.",captain_america_civil_war
Steve Rogers,I don't mean to make things difficult.,captain_america_civil_war
Tony Stark,"I know, because you're a very polite person.",captain_america_civil_war
Steve Rogers,If I see a situation pointed south… I can't ignore it. Sometimes I wish I could.,captain_america_civil_war
Tony Stark,"No, you don't.",captain_america_civil_war
Steve Rogers,"[Steve smiles thinly.] No, I don't. Sometimes…",captain_america_civil_war
Tony Stark,"Sometimes I wanna punch you in your perfect teeth. But I don't wanna see you gone. We need you, Cap. So far, nothing's happened that can't be undone, if you sign. We can make the last 24 hours legit. Barnes gets transferred to an American psych-center… instead of a Wakandan prison.",captain_america_civil_war
Steve Rogers,"[Steve frowns thoughtfully and picks up one of the fountain pens. He stands up and paces, then turnes to Tony. In the control room beyond there are multiple screens on the walls.] I'm not saying it's impossible, but there would have to be safeguards.",captain_america_civil_war
Tony Stark,"Sure. Once we put out the PR fire, those documents can be amended. I'd file a motion to have you and Wanda reinstated…",captain_america_civil_war
Steve Rogers,Wanda? What about Wanda?,captain_america_civil_war
Tony Stark,"She's fine. She's confined to the compound, currently. Vision's keeping her company.",captain_america_civil_war
Steve Rogers,"Oh God, Tony! Every time. Every time I think you see things the right way…",captain_america_civil_war
Tony Stark,What? It's a 100 acres with a lap pool. It's got a screening room. There's worse ways to protect people.,captain_america_civil_war
Steve Rogers,"Protection? Is that how you see this? This is protection? It's internment, Tony.",captain_america_civil_war
Tony Stark,She's not a US citizen.,captain_america_civil_war
Steve Rogers,"Oh, come on, Tony.",captain_america_civil_war
Tony Stark,And they don't grant visas to weapons of mass destruction.,captain_america_civil_war
Steve Rogers,She's a kid!,captain_america_civil_war
Tony Stark,GIVE ME A BREAK! I'm doing what has to be done… to stave off something worse.,captain_america_civil_war
Steve Rogers,[Steve nods faintly.] You keep telling yourself that. [He puts the pen down.] Hate to break up the set. [He leaves the office and rueful Tony watches Bucky on one of the control room's screens.],captain_america_civil_war
helmut zemo,"[The evaluator sits at a desk facing Bucky's pod. Inside Bucky's still restrained.] Hello, Mr. Barnes. I've been sent by the United Nations to evaluate you. Do you mind if I sit? Your first name is James?",captain_america_civil_war
sharon carter,[In an office with Sam and Steve.] The receipt for your gear.,captain_america_civil_war
Sam Wilson,'Bird costume'? Come on.,captain_america_civil_war
sharon carter,I didn't write it. [Sharon pushes a button witch stops the restriction on the audio from Bucky's evaluation.],captain_america_civil_war
helmut zemo,"I'm not here to judge you. I just want to ask you a few questions. Do you know where you are, James? I can't help you if you don't talk to me, James.",captain_america_civil_war
Bucky Barnes,My name is Bucky.,captain_america_civil_war
delivery truck driver,"Hallo? ([subtitled] Hello?) [The custodian comes outside and the driver comes out of his van.] Hey. Ich hab eine große für dich. ([subtitled] Hey. I have a big one for you.) [He opens the van's back doors and removes a large wooden crate.] Ja. Okay, hier unterzeichnen. (Okay. Here. Just sign here.)",captain_america_civil_war
custodian,Hier? (Here?),captain_america_civil_war
delivery truck driver,Ja. (Yeah.) [The custodian signes for the crate.],captain_america_civil_war
Steve Rogers,Why would the Task Force release this photo to begin with?,captain_america_civil_war
sharon carter,"Get the word out, involve as many eyes as we can?",captain_america_civil_war
Steve Rogers,"Right. It's a good way to flush a guy out of hiding. Set off a bomb, get your picture taken. Get seven billion people looking for the Winter Soldier.",captain_america_civil_war
sharon carter,You're saying someone framed him to find him.,captain_america_civil_war
Sam Wilson,"Steve, we looked for the guy for two years and found nothing.",captain_america_civil_war
Steve Rogers,We didn't bomb the UN. That turns a lot of heads.,captain_america_civil_war
sharon carter,"Yeah, but that doesn't guarantee that whoever framed him would get him. It guarantees that we would. [Sharon's gaze falls on the evaluator in the screen, her eyes narrow.]",captain_america_civil_war
Steve Rogers,[Steve frons and looks around.] Yeah.,captain_america_civil_war
helmut zemo,"[In the secure chamber.] Tell me, Bucky. You've seen a great deal, haven't you?",captain_america_civil_war
Bucky Barnes,I don't want to talk about it.,captain_america_civil_war
custodian,"Hey, was ist das? (Hey. What is this?)",captain_america_civil_war
delivery truck driver,Ich weiß es nicht. (I don't know.),captain_america_civil_war
everett ross,"Great. Come on, guys, get me eyes on Barnes. Go.",captain_america_civil_war
Tony Stark,"FRIDAY, get me the source of that outage.",captain_america_civil_war
sharon carter,"[In the office.] Sub-level 5, east wing. [T'Challa spots Steve and Sam bolting.]",captain_america_civil_war
Bucky Barnes,What the hell is this?,captain_america_civil_war
helmut zemo,"Why don't we discuss your home? Not Romania. Certainly not Brooklyn, no. I mean, your real home. [Zemo removes his glasses then walks towards Bucky reading from the red book by torchlight.] Желание. ([subtitled] Longing.)",captain_america_civil_war
Bucky Barnes,[Bucky shuts his eyes.] No. [Bucky's head snaps back.],captain_america_civil_war
helmut zemo,Ржавый. ([subtitled] Rusted.),captain_america_civil_war
Bucky Barnes,Stop.,captain_america_civil_war
helmut zemo,Семнадцать. ([subtitled] Seventeen.),captain_america_civil_war
Bucky Barnes,[Bucky's metal arm trembles in its restraint.] Stop. [He sneers angrily.],captain_america_civil_war
helmut zemo,Рассвет. ([subtitled] Daybreak.),captain_america_civil_war
helmut zemo,Печь. ([subtitled] Furnace.) Девять. ([subtitled] Nine.),captain_america_civil_war
helmut zemo,Добросердечный. ([subtitled] Benign.),captain_america_civil_war
helmut zemo,Возвращение на Родину. ([subtitled] Homecoming.) Один. ([subtitled:] One.) Грузовой вагон. ([subtitled] Freight car.),captain_america_civil_war
helmut zemo,Солдат? ([subtitled] Soldier?),captain_america_civil_war
Bucky Barnes,Я готов отвечать. ([subtitled] Ready to comply.),captain_america_civil_war
helmut zemo,"Mission report. December 16, 1991.",captain_america_civil_war
helmut zemo,Help me. Help.,captain_america_civil_war
Steve Rogers,[Steve finds Zemo in a heap inside the chamber.] Get up. [he grabs Zemo and shoves him against the wall.] Who are you? What do you want?,captain_america_civil_war
helmut zemo,To see an empire fall.,captain_america_civil_war
Sam Wilson,Hey.,captain_america_civil_war
everett ross,"Evac all civilians. Get me a perimeter around the building, and gunships in the air.",captain_america_civil_war
Natasha Romanov,Please tell me you brought a suit.,captain_america_civil_war
Tony Stark,"Sure did. It's a lovely Tom Ford, three-piece, two-button. I'm an active-duty non-combatant.",captain_america_civil_war
sharon carter,Follow me. [Sharon runs past Tony and Natasha.],captain_america_civil_war
Natasha Romanov,[on radio:] We're in position.,captain_america_civil_war
Natasha Romanov,You could at least recognize me.,captain_america_civil_war
Sam Wilson,Damn it. [he looks around the wide courtyard and scowls.],captain_america_civil_war
zemo's wife,"He asked me again if you were going to be there. I said I wasn't sure. You should've seen his little face. Just try, okay? I'm going to bed. I love you.",captain_america_civil_war
news anchor #5,"James Barnes, der mit dem Bombenanschlag auf die UN in Wien in Verbindung gebracht wird, ist heute aus der Haft entflohen. Ebenfalls vermisst werden die Avengers Captain Steve Rogers und Sam Wilson. ([subtitled:] James Barnes, the suspect in the UN Vienna bombing escaped custody today. Also missing Avenger Captain Steve Rogers and Sam Wilson.)",captain_america_civil_war
Sam Wilson,"Hey, Cap! [Steve goes over to join Sam by Bucky who sits with his arm in the vice. They stare at him.]",captain_america_civil_war
Bucky Barnes,Steve.,captain_america_civil_war
Steve Rogers,Which Bucky am I talking to?,captain_america_civil_war
Bucky Barnes,Your mom's name was Sarah. You used to wear newspapers in your shoes.,captain_america_civil_war
Steve Rogers,Can't read that in a museum.,captain_america_civil_war
Sam Wilson,"Just like that, we're suppose to be cool?",captain_america_civil_war
Bucky Barnes,What did I do?,captain_america_civil_war
Steve Rogers,Enough.,captain_america_civil_war
Bucky Barnes,"Oh, God, I knew this would happen. Everything HYDRA put inside me is still there. All he had to do was say the goddamn words.",captain_america_civil_war
Steve Rogers,Who was he?,captain_america_civil_war
Bucky Barnes,I don't know.,captain_america_civil_war
Steve Rogers,"People are dead. The bombing, the setup. The doctor did all that just to get 10 minutes with you. I need you to do better than ""I don't know.""",captain_america_civil_war
Bucky Barnes,He wanted to know about Siberia. Where I was kept. He wanted to know exactly where.,captain_america_civil_war
Steve Rogers,Why would he need to know that?,captain_america_civil_war
Bucky Barnes,Because I'm not the only Winter Soldier.,captain_america_civil_war
josef / super soldier #1,It hurts! [He struggles in leather bindings. A viewing slot is closed.],captain_america_civil_war
vasily karpov,"Очень хорошо, Иосиф. ([subtitled] Good work.)",captain_america_civil_war
vasily karpov,"Солдат, вытащи меня отсюда! ([subtitled] Get me out of here.)",captain_america_civil_war
Steve Rogers,Who were they?,captain_america_civil_war
Bucky Barnes,Their most elite death squad. More kills than anyone in HYDRA history. And that was before the serum.,captain_america_civil_war
Sam Wilson,They all turn out like you?,captain_america_civil_war
Bucky Barnes,Worse.,captain_america_civil_war
Steve Rogers,"The doctor, could he control them?",captain_america_civil_war
Bucky Barnes,Enough.,captain_america_civil_war
Steve Rogers,Said he wanted to see an empire fall.,captain_america_civil_war
Bucky Barnes,"With these guys he could do it. They speak 30 languages, can hide in plain sight, infiltrate, assassinate, destabilize, They can take a whole country down in one night. You'd never see them coming.",captain_america_civil_war
Sam Wilson,[Sam steps up to Steve.] This would have been a lot easier a week ago.,captain_america_civil_war
Steve Rogers,If we call Tony…,captain_america_civil_war
Sam Wilson,"No, he won't believe us.",captain_america_civil_war
Steve Rogers,Even if he did…,captain_america_civil_war
Sam Wilson,Who knows if the Accords would let him help.,captain_america_civil_war
Steve Rogers,We're on our own.,captain_america_civil_war
Sam Wilson,Maybe not. I know a guy.,captain_america_civil_war
secretary ross,I don't suppose you have any idea where they are?,captain_america_civil_war
Tony Stark,We will. GSG-9's got the borders covered. Recon's flying 24/7. They'll get a hit. We'll handle it.,captain_america_civil_war
secretary ross,"You don't get it, Stark. It's not yours to handle. It's clear you can't be objective. I'm putting Special Ops on this.",captain_america_civil_war
Natasha Romanov,"What happens when the shooting starts? What, do you kill Steve Rogers?",captain_america_civil_war
secretary ross,If we're provoked. Barnes would've been eliminated in Romania if it wasn't for Rogers. There are dead people who would be alive now. Feel free to check my math.,captain_america_civil_war
Tony Stark,"All due respect, you're not going to solve this with boys in bullets, Ross. You gotta let us bring them in.",captain_america_civil_war
secretary ross,How would that end any differently from the last time?,captain_america_civil_war
Tony Stark,"Because this time, I won't be wearing loafers and a silk shirt. 72 hours, guaranteed.",captain_america_civil_war
secretary ross,36 hours. Barnes. Rogers. Wilson.,captain_america_civil_war
Tony Stark,"Thank you, sir. [Tony rubs his hand on his chest and slumps, exhaling.] My left arm is numb, is that normal?",captain_america_civil_war
Natasha Romanov,[She pats him on the shoulder.] You alright?,captain_america_civil_war
Tony Stark,"Always. [He has a massive black eye and a cut on his brow.] 36 hours, jeez.",captain_america_civil_war
Natasha Romanov,We're seriously understaffed.,captain_america_civil_war
Tony Stark,"Oh, yeah. It'd be great if we had a Hulk right about now. Any shot?",captain_america_civil_war
Natasha Romanov,No. You really think he'd be on our side?,captain_america_civil_war
Tony Stark,No.,captain_america_civil_war
Natasha Romanov,I have an idea.,captain_america_civil_war
Tony Stark,Me too. Where's yours?,captain_america_civil_war
Natasha Romanov,Downstairs. Where's yours? [Tony smiles slightly.],captain_america_civil_war
peter parker,"Hey, May.",captain_america_civil_war
may parker,Mmm. Hey. How was school today?,captain_america_civil_war
peter parker,Okay. This crazy car parked outside…[Peter sees Tony and his eyes widen.],captain_america_civil_war
Tony Stark,"Oh, Mr. Parker.",captain_america_civil_war
peter parker,"Um… [He takes out his earphones.] What- What are you doing…? Hey! Uh, I'm-I'm-I'm Peter.",captain_america_civil_war
Tony Stark,Tony.,captain_america_civil_war
peter parker,What are… What are you - What are you - What are you doing here?,captain_america_civil_war
Tony Stark,"It's about time we met. You've been getting my e-mails, right?",captain_america_civil_war
peter parker,Yeah. Yeah.,captain_america_civil_war
Tony Stark,Right?,captain_america_civil_war
peter parker,Regarding the…,captain_america_civil_war
may parker,You didn't tell me about the grant.,captain_america_civil_war
peter parker,About the grant.,captain_america_civil_war
Tony Stark,The September Foundation.,captain_america_civil_war
peter parker,Right.,captain_america_civil_war
Tony Stark,Yeah. Remember when you applied?,captain_america_civil_war
peter parker,Yeah.,captain_america_civil_war
Tony Stark,"I approved, so now we're in business.",captain_america_civil_war
may parker,You didn't tell me anything. What's up with that? You keeping secrets from me now?,captain_america_civil_war
peter parker,"Why, I just, I just… I just know how much you love surprises, so I thought I would let you know… wh… Anyway, what did I apply for?",captain_america_civil_war
Tony Stark,That's what I'm here to hash out.,captain_america_civil_war
peter parker,"Okay. Hash, hash out, okay.",captain_america_civil_war
Tony Stark,It's so hard for me to believe that she's someone's aunt.,captain_america_civil_war
may parker,"Yeah, well, we come in all shapes and sizes, you know?",captain_america_civil_war
Tony Stark,This walnut date loaf is exceptional.,captain_america_civil_war
peter parker,Let me just stop you there.,captain_america_civil_war
Tony Stark,Yeah?,captain_america_civil_war
peter parker,"Is this grant, like, got money involved or whatever? No?",captain_america_civil_war
Tony Stark,Yeah.,captain_america_civil_war
peter parker,Yeah?,captain_america_civil_war
Tony Stark,It's pretty well funded.,captain_america_civil_war
peter parker,Wow.,captain_america_civil_war
Tony Stark,Look who you're talking to. Can I have 5 minutes with him?,captain_america_civil_war
may parker,Sure.,captain_america_civil_war
Tony Stark,"[In Peter's bedroom Tony bolts the door and spits out the walnut loaf.] As walnut date loaves go, that wasn't bad. [He notices Peter's collection of old computers.] Whoa, what do we have here? Retro tech, huh? Thrift store? Salvation Army?",captain_america_civil_war
peter parker,"Uh, the garbage, actually.",captain_america_civil_war
Tony Stark,You're a dumpster diver.,captain_america_civil_war
peter parker,"Yeah, I was… Anyway, look, um, I definitely did not apply for your grant.",captain_america_civil_war
Tony Stark,Ah-ah! Me first.,captain_america_civil_war
peter parker,Okay.,captain_america_civil_war
Tony Stark,"Quick question of the rhetorical variety. [He pulls out his phone which projects a video of Peter Parker in his Spiderman outfit.] That's you, right?",captain_america_civil_war
peter parker,"Um, no. What do you. What do you mean?",captain_america_civil_war
Tony Stark,"Yeah. Look at you go. Wow! Nice catch. 3,000 pounds, 40 miles an hour. That's not easy. You got mad skills.",captain_america_civil_war
peter parker,"That's all- That's all on Youtube, though, right? I mean, that's where you found that? Because you know that's all fake. It's all done on the computer.",captain_america_civil_war
Tony Stark,Mm-Hmm.,captain_america_civil_war
peter parker,It's like that video. What is it?,captain_america_civil_war
Tony Stark,Yeah yeah yeah yeah… Oh you mean like those UFOs over Phoenix?,captain_america_civil_war
peter parker,Exactly.,captain_america_civil_war
Tony Stark,"Oh, what have we here?",captain_america_civil_war
peter parker,[Peter hides his spider suit.] Uh… That's a…,captain_america_civil_war
Tony Stark,So. You're the… Spider… ling. Crime-fighting Spider… You're Spider-Boy?,captain_america_civil_war
peter parker,[Peter folds his arms petulantly.] S… Spider-Man.,captain_america_civil_war
Tony Stark,"Not in that onesie, you're not.",captain_america_civil_war
peter parker,"It's not a onesie. [Tony picks up the suit.] I don't believe this. I was actually having a real good day today, you know, Mr. Stark. Didn't miss my train, this perfectly good DVD player was just sitting there and… Algebra test. Nailed it!",captain_america_civil_war
Tony Stark,Who else knows? Anybody?,captain_america_civil_war
peter parker,Nobody.,captain_america_civil_war
Tony Stark,Not even your… unusually attractive aunt?,captain_america_civil_war
peter parker,"No. No, no. No, no. If she knew, she would freak out. And when she freaks out, I freak out.",captain_america_civil_war
Tony Stark,You know what I think is really cool? This webbing. That tensile strength is off the charts. Who manufactured that?,captain_america_civil_war
peter parker,I did.,captain_america_civil_war
Tony Stark,"Climbing the walls, how you doing that? Cohesive gloves.",captain_america_civil_war
peter parker,It's a long story. I was uh…,captain_america_civil_war
Tony Stark,Lordy! Can you even see in these?,captain_america_civil_war
peter parker,"Yes. Yes, I can! I can. I can-I can see in those. Okay? It's just that… when whatever happened, happened… it's like my senses have been dialled to 11. There's way too much input, so… they just kinda help me focus.",captain_america_civil_war
Tony Stark,"You're in dire need of an upgrade. Systemic, top to bottom. 100-point restoration. That's why I'm here. [Peter sits on his bed and looks at Tony.] Why you doing this? I gotta know. What's your MO? What gets you outta that twin bed in the morning?",captain_america_civil_war
peter parker,"Because… [He fiddles with his fingers.] Because l've been me my whole life, and l've had these powers for 6 months.",captain_america_civil_war
Tony Stark,Mm-Hm.,captain_america_civil_war
peter parker,"I read books, I build computers… And-And yeah. I would love to play football. But I couldn't then so I shouldn't now.",captain_america_civil_war
Tony Stark,"Sure, because you're different.",captain_america_civil_war
peter parker,"Exactly. But I can't tell anybody that, so I'm not. When you can do the things that I can, but you don't… [Tony leans closer.] and then the bad things happen… they happen because of you.",captain_america_civil_war
Tony Stark,"[he looks affected by peter's words.] So you wanna look out for the little guy. You wanna do your part? Make the world a better place, all that, right?",captain_america_civil_war
peter parker,Yeah. Yeah just looking out… for the little guy. That's-That's what it is.,captain_america_civil_war
Tony Stark,"[He slowly steps over to Peter whose leg is streched out on the bed. Tony looks down at it.] I'm gonna sit here, so you move the leg. [Peter moves along. Tony sits beside him and raises his hand. He hesitantly clasps Peter's shoulder.] You got a passport?",captain_america_civil_war
peter parker,"Uh, no. I don't even have a driver's license.",captain_america_civil_war
